nov 10/21:57:21.853 DEBUG2 : 		

StartSession()

nov 10/21:57:21.853 INFO   : Debug Log(info): Loading the I-jet driver
nov 10/21:57:35.274 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x0 (0)
nov 10/21:57:35.274 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x800ffe0 (134283232)
nov 10/21:57:35.275 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x800fe00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
nov 10/21:57:41.327 DEBUG2 : 		-> AboutToStopSession()
nov 10/21:57:41.334 DEBUG2 : 		  Exiting SWO reading thread
nov 10/21:57:41.335 DEBUG2 : 		<- AboutToStopSession()
nov 10/21:57:41.335 DEBUG2 : 		<Call to _ExecDeviceExit: macro undefined
nov 10/21:57:41.335 DEBUG2 : 		<Call to execUserExit: macro undefined
nov 10/21:57:41.337 DEBUG2 : 		-> PrepareStopSession()
nov 10/21:57:41.854 DEBUG2 : 		<- PrepareStopSession()
nov 10/21:57:41.854 DEBUG2 : 		ClearCodeBreak(<9:0xf000000000000000>, 1 units)
nov 10/21:57:41.856 DEBUG2 : 		StopGui()
nov 10/21:57:41.899 DEBUG2 : 		-> StopSession()
nov 10/21:57:41.902 DEBUG2 : 		-> TerminateHardware()
nov 10/21:57:41.902 DEBUG2 : 		  ISigXTrace::Term()
nov 10/21:57:41.903 DEBUG2 : 		  ISigEmu::ReleaseInterface(sigWpt)
nov 10/21:57:41.903 DEBUG2 : 		  ISigEmu::ReleaseInterface(sigVect)
nov 10/21:57:41.903 DEBUG2 : 		  ISigEmu::IceTerm()
nov 10/21:57:41.904 DEBUG2 : 		  ISigChan::ReleaseInterface(chanReader)
nov 10/21:57:41.904 DEBUG2 : 		  ISigChan::Term()
nov 10/21:57:41.904 DEBUG2 : 		  ISigXTrace::Term()
nov 10/21:57:41.904 DEBUG2 : 		  ISigAPI::ReleaseInstance(sigXTrace)
nov 10/21:57:41.904 DEBUG2 : 		  ISigA2D::Term()
nov 10/21:57:41.904 DEBUG2 : 		  ISigProbe::ReleaseInterface(sigA2D)
nov 10/21:57:41.904 DEBUG2 : 		Core 0: sigEmu->LinkAttach(ISigProbe)
nov 10/21:57:41.904 DEBUG2 : 		  ISigApi::ReleaseInstance(sigEmu)
nov 10/21:57:41.917 DEBUG2 : 		  SigAPITerm()
nov 10/21:57:41.917 DEBUG2 : 		<- TerminateHardware()
nov 10/21:57:41.917 DEBUG2 : 		<- StopSession()
nov 10/21:57:41.917 DEBUG2 : 		-> ~TdJetDriver()
nov 10/21:57:41.917 DEBUG2 : 		-> TerminateHardware()
nov 10/21:57:41.917 DEBUG2 : 		<- TerminateHardware()
